100.898	5018
102.73	5016
104.561	5017
106.393	4922
108.226	4975
110.056	4931
111.886	4947
113.716	4980
115.548	4874
117.377	5015
119.206	4904
121.034	4965
122.864	4953
124.692	4975
126.519	4884
128.346	4913
130.173	4961
132.001	4899
133.827	4849
135.653	4926
137.478	4945
139.303	5008
141.127	4997
142.953	5000
144.777	4954
146.601	4939
148.424	5027
150.246	5028
152.069	5010
153.891	5057
155.712	5055
157.533	5103
159.356	5012
161.177	5078
162.997	5008
164.817	5056
166.636	5108
168.456	5048
170.274	5044
172.093	5117
173.911	5085
175.729	5009
177.546	4981
179.363	4994
181.179	5133
182.996	4998
184.812	5112
186.627	5019
188.442	5011
190.257	5048
192.072	5034
193.886	5055
195.7	5083
197.513	5008
199.326	5055
201.139	5040
202.951	5093
204.763	5053
206.575	4997
208.384	5105
210.195	5104
212.006	5113
213.816	5042
215.626	5052
217.436	5042
219.245	5043
221.054	4984
222.862	5095
224.668	5026
226.476	4971
228.284	5010
230.091	4978
231.897	4972
233.704	4949
235.508	5015
237.313	5101
239.119	5051
240.924	5118
242.728	4999
244.53	4984
246.334	4999
248.138	5035
249.941	5084
251.744	5057
253.545	5103
255.347	5089
257.148	5079
258.95	5037
260.749	4979
262.55	5113
264.35	4979
266.148	5134
267.948	5080
269.747	4996
271.546	5107
273.343	5116
275.141	5157
276.939	5093
278.735	5106
280.532	5062
282.329	5079
284.123	5002
285.92	4950
287.713	5058
289.509	4982
291.304	5001
293.097	4951
294.891	5044
296.686	5028
298.477	5080
300.271	5016
302.062	4969
303.854	4945
305.645	4972
307.437	5001
309.229	5001
311.018	5009
312.809	4984
314.597	5016
316.388	5078
318.176	5062
319.965	5035
321.752	5093
323.541	5039
325.328	5010
327.116	5195
328.902	5082
330.689	5119
332.475	5054
334.261	5137
336.046	5154
337.832	5103
339.616	5145
341.399	5120
343.184	5163
344.967	5151
346.751	5214
348.534	5092
350.317	5123
352.099	5085
353.88	5093
355.662	5036
357.443	5101
359.223	5062
361.004	5055
362.783	5058
364.564	5079
366.343	5048
368.121	5067
369.901	5086
371.679	5033
373.456	5173
375.233	5133
377.011	5099
378.788	5160
380.563	5141
382.341	5055
384.116	5100
385.891	5051
387.667	5111
389.442	5118.5
391.215	5126
392.989	5133
394.764	5093
396.537	5163
398.309	5084
400.081	5111
401.853	5237
403.626	5192
405.397	5119
407.168	5166
408.938	5192
410.708	5018
412.48	5097
414.249	5138
416.018	5092
417.787	5150
419.555	5191
421.323	5196
423.091	5082
424.86	5005
426.627	4975
428.394	5111
430.16	5049
431.926	5030
433.692	5066
435.457	5133
437.222	5078
438.986	5048
440.751	5040
442.515	4993
444.28	5035
446.043	5112
447.806	5120
449.569	5076
451.331	4948
453.093	5073
454.854	5026
456.616	5051
458.376	5042
460.137	4965
461.897	5063
463.657	5047
465.416	5053
467.176	5092
468.934	5118
470.693	5155
472.449	5018
474.207	4977
475.964	5066
477.721	5114
479.478	5049
481.235	5122
482.991	5065
484.746	5083
486.502	5100
488.257	5213
490.012	5169
491.764	5268
493.518	5130
495.272	5157
497.025	5122
498.779	5183
500.531	5061
502.282	5144
504.034	5112
505.785	5160
507.537	5122
509.288	5215
511.039	5131
512.787	5210
514.537	5055
516.287	5264
518.036	5181
519.783	5122
521.532	5123
523.28	5081
525.029	5163
526.774	5114
528.522	5120
530.269	5183
532.015	5147
533.76	5164
535.506	5159
537.251	5180
538.995	5095
540.74	5193
542.485	5069
544.227	5084
545.971	5070
547.715	5141
549.456	5157
551.199	5113
552.942	5316
554.682	5141
556.424	5118
558.164	5118
559.905	5221
561.646	5203
563.385	5195
565.125	5111
566.863	5211
568.603	5257
570.341	5201
572.08	5240
573.818	5183
575.555	5249
577.293	5172
579.028	5162
580.766	5228
582.501	5198
584.238	5110
585.972	5156
587.708	5229
589.442	5287
591.177	5178
592.91	5235
594.645	5295
596.377	5166
598.112	5199
599.843	5229
601.575	5165
603.308	5133
605.039	5184
606.771	5108
608.501	5100
610.233	5125
611.962	5160
613.691	5187
615.422	5178
617.151	5134
618.879	5138
620.609	5169
622.336	5115
624.063	5103
625.792	5104
627.518	5087
629.245	5156
630.972	5183
632.698	5126
634.423	5131
636.15	5171
637.874	5080
639.599	5176
641.324	5150
643.048	5115
644.771	5174
646.494	5229
648.219	5063
649.941	5196
651.663	5143
653.384	5135
655.107	5288
656.828	5202
658.549	5143
660.269	5194
661.989	5232
663.709	5187
665.43	5203
667.149	5246
668.868	5285
670.586	5249
672.304	5233
674.021	5266
675.741	5284
677.458	5219
679.174	5109
680.891	5239
682.607	5256
684.323	5153
686.038	5172
687.753	5117
689.468	5135
691.182	5238
692.898	5149
694.612	5261
696.325	5144
698.038	5029
699.751	5284
701.464	5196
703.176	5205
704.887	5075
706.599	5155
708.31	5128
710.021	5135
711.731	5159
713.442	5204
715.151	5133
716.861	5079
718.57	5089
720.279	5123
721.988	5154
723.694	5158
725.402	5181
727.109	5237
728.817	5061
730.523	5210
732.23	5175
733.936	5122
735.642	5197
737.348	5155
739.053	5137
740.756	5195
742.461	5162
744.165	5218
745.869	5189
747.573	5235
749.277	5201
750.978	5256
752.68	5255
754.383	5279
756.085	5319
757.787	5276
759.486	5252
761.187	5260
762.888	5277
764.589	5291
766.289	5263
767.987	5195
769.686	5264
771.385	5283
773.082	5257
774.781	5229
776.479	5384
778.177	5284
779.873	5199
781.57	5242
783.267	5245
784.962	5237
786.658	5286
788.354	5240
790.048	5214
791.743	5251
793.438	5169
795.131	5243
796.826	5267
798.52	5145
800.211	5168
801.905	5172
803.596	5170
805.289	5170
806.981	5137
808.672	5217
810.364	5145
812.053	5212
813.744	5108
815.433	5147
817.124	5265
818.812	5160
820.502	5158
822.19	5188
823.879	5244
825.566	5224
827.255	5215
828.941	5245
830.629	5140
832.315	5188
834.003	5121
835.688	5099
837.375	5171
839.059	5205
840.745	5155
842.429	5254
844.113	5153
845.798	5304
847.481	5132
849.165	5171
850.848	5253
852.53	5172
854.213	5232
855.895	5258
857.578	5228
859.258	5236
860.939	5256
862.621	5236
864.301	5269
865.98	5301
867.661	5288
869.34	5200
871.018	5294
872.697	5278
874.377	5289
876.054	5312
877.731	5222
879.41	5328
881.087	5266
882.763	5249
884.439	5175
886.117	5136
887.792	5220
889.467	5221
891.142	5213
892.816	5211
894.492	5146
896.166	5222
897.84	5297
899.513	5256
901.186	5151
902.86	5224
904.533	5165
906.205	5084
907.876	4979
909.547	5062
911.218	5118
912.889	5082
914.559	5126
916.231	5141
917.901	5176
919.571	5052
921.24	5127
922.909	5081
924.577	5144
926.245	5186
927.913	5222
929.581	5065
931.248	5101
932.915	5190
934.581	5213
936.248	5283
937.914	5262
939.579	5163
941.245	5183
942.91	5255
944.575	5228
946.239	5190
947.903	5242
949.567	5116
951.231	5218
952.894	5249
954.557	5195
956.219	5224
957.882	5313
959.544	5340
961.203	5295
962.865	5322
964.526	5318
966.186	5261
967.847	5289
969.507	5326
971.167	5271
972.826	5283
