100.791	598
101.61	586
102.429	627
103.248	604
104.067	630
104.885	583
105.703	581
106.523	576
107.341	590
108.158	537
108.976	516
109.795	554
110.612	495
111.43	532
112.248	517
113.066	480
113.883	459
114.7	490
115.518	478
116.335	495
117.151	479
117.968	494
118.784	490
119.602	442
120.418	451
121.234	440
122.05	476
122.866	441
123.682	428
124.499	440
125.315	430
126.13	435
126.946	408
127.761	414
128.576	419
129.391	398
130.206	368
131.021	393
131.836	386
132.651	397
133.467	380
134.281	372
135.096	382
135.91	354
136.724	380
137.538	395
138.352	363
139.166	374
139.98	354
140.793	359
141.607	355
142.419	351
143.233	351
144.046	364
144.859	328
145.672	331
146.485	302
147.298	323
148.111	324
148.923	307
149.736	306
150.548	345
151.36	309
152.172	319
152.984	316
153.796	308
154.608	307
155.42	293
156.23	306
157.042	306
157.853	320
158.665	301
159.475	315
160.286	294
161.097	287
161.908	285
162.718	270
163.529	291
164.339	301
165.15	287
165.959	291
166.77	263
167.58	271
168.389	278
169.199	282
170.009	277
170.818	269
171.628	280
172.437	260
173.246	263
174.055	276
174.863	254
175.673	268
176.482	258
177.29	263
178.099	257
178.906	244
179.715	255
180.523	232
181.331	262
182.139	238
182.947	274
183.755	248
184.562	248
185.37	253
186.177	243
186.984	232
187.791	234
188.598	243
189.405	246
190.211	247
191.018	233
191.825	223
192.632	225
193.438	233
194.243	225
195.05	227
195.856	220
196.662	221
197.467	228
198.273	224
199.079	213
199.884	226
200.689	233
201.495	221
202.3	229
203.104	213
203.91	220
204.714	202
205.519	222
206.323	214
207.128	201
207.932	206
208.736	214
209.54	212
210.345	204
211.148	209
211.952	228
212.755	201
213.559	196
214.363	191
215.166	192
215.969	208
216.772	188
217.575	191
218.378	194
219.181	195
219.984	196
220.786	179
221.588	192
222.391	194
223.193	194
223.995	199
224.797	187
225.598	172
226.4	177
227.202	204
228.003	187
228.805	192
229.606	197
230.407	175
231.208	178
232.009	168
232.81	167
233.611	177
234.411	160
235.212	192
236.012	161
236.813	167
237.613	165
238.413	155
239.213	150
240.013	175
240.813	170
241.613	162
242.412	179
243.211	173
244.011	168
244.81	164
245.609	175
246.408	176
247.206	171
248.005	148
248.804	159
249.603	163
250.401	177
251.199	161
251.997	162
252.796	153
253.594	151
254.391	152
255.189	175
255.987	169
256.785	175
257.582	178
258.379	172
259.177	158
259.973	159
260.77	156
261.568	158
262.364	168
263.161	152
263.958	156
264.754	159
265.55	176
266.346	163
267.142	159
267.939	159
268.734	163
269.53	154
270.325	160
271.121	149
271.916	163
272.712	153
273.507	157
274.302	151
275.097	140
275.892	153
276.687	147
277.482	144
278.276	161
279.071	154
279.865	159
280.659	145
281.453	155
282.248	157
283.041	153
283.835	144
284.629	158
285.422	145
286.216	151
287.009	136
287.802	143
288.596	138
289.388	142
290.181	142
290.974	144
291.767	159
292.559	130
293.352	134
294.144	120
294.936	128
295.728	141
296.521	138
297.313	133
298.104	139
298.896	139
299.688	148
300.479	135
301.271	163
302.062	134
302.853	125
303.644	142
304.435	136
305.226	137
306.017	146
306.807	141
307.597	136
308.389	136
309.179	129
309.969	129
310.759	121
311.549	122
312.339	136
313.128	121
313.918	132
314.707	129
315.497	129
316.286	138
317.075	134
317.864	133
318.653	131
319.442	124
320.231	123
321.019	113
321.808	131
322.596	129
323.385	134
324.173	125
324.961	118
325.749	134
326.537	126
327.325	126
328.113	130
328.901	135
329.688	119
330.475	124
331.262	125
332.049	122
332.837	138
333.624	137
334.411	139
335.197	127
335.983	124
336.77	126
337.557	128
338.343	128
339.129	124
339.915	124
340.701	120
341.487	113
342.272	122
343.058	115
343.844	117
344.629	122
345.414	128
346.2	114
346.985	112
347.769	115
348.554	128
349.34	127
350.124	137
350.908	130
351.692	122
352.477	112
353.262	122
354.045	127
354.83	126
355.613	114
356.397	130
357.181	134
357.964	127
358.748	123
359.531	125
360.315	128
361.097	121
361.881	123
362.663	126
363.447	120
364.229	116
365.012	121
365.794	139
366.577	128
367.359	135
368.141	133
368.923	130
369.705	121
370.487	115
371.268	127
372.05	127
372.832	112
373.613	108
374.394	127
375.176	102
375.956	122
376.737	121
377.519	123
378.299	117
379.079	124
379.861	120
380.641	123
381.421	115
382.202	122
382.982	134
383.762	132
384.541	128
385.321	122
386.101	130
386.881	123
387.66	131
388.439	125
389.218	115
389.998	137
390.777	114
391.556	128
392.335	122
393.113	116
393.892	114
394.67	125
395.449	129
396.228	131
397.006	125
397.784	121
398.562	130
399.34	131
400.117	118
400.895	124
401.673	135
402.45	139
403.227	132
404.005	128
404.782	132
405.559	125
406.336	121
407.112	131
407.889	125
408.666	132
409.442	131
410.219	137
410.995	134
411.771	120
412.547	123
413.323	136
414.099	139
414.875	128
415.65	135
416.426	144
417.202	140
417.976	129
418.752	155
419.527	140
420.302	155
421.077	155
421.851	149
422.626	148
423.401	166
424.176	157
424.949	175
425.724	183
426.498	182
427.273	191
428.046	217
428.82	203
429.594	205
430.367	220
431.141	195
431.915	209
432.687	216
433.461	208
434.234	232
435.007	218
435.78	207
436.552	211
437.325	218
438.098	214
438.87	208
439.643	205
440.414	177
441.187	185
441.959	191
442.731	178
443.502	194
444.274	165
445.046	175
445.818	168
446.589	173
447.36	150
448.131	169
448.903	163
449.673	158
450.445	142
451.215	142
451.985	152
452.756	138
453.527	153
454.297	139
455.067	151
455.837	130
456.608	126
457.377	142
458.147	126
458.917	141
459.686	138
460.456	135
461.226	128
461.995	133
462.764	129
463.533	137
464.302	125
465.071	125
465.839	111
466.608	126
467.377	114
468.145	113
468.914	122
469.682	115
470.45	116
471.217	123
471.986	117
472.754	123
473.521	97
474.289	113
475.056	104
475.824	124
476.591	105
477.358	111
478.126	108
478.893	122
479.66	106
480.426	122
481.193	116
481.959	104
482.726	111
483.492	105
484.258	110
485.025	115
485.791	116
486.557	102
487.322	101
488.088	109
488.854	102
489.619	112
490.385	88
491.149	104
491.915	98
492.68	96
493.445	104
494.21	90
494.975	106
495.74	109
496.504	105
497.268	100
498.033	109
498.797	102
499.561	95
500.326	106
501.089	94
501.853	112
502.617	96
503.381	109
504.144	92
504.907	106
505.671	99
506.434	100
507.197	108
507.96	105
508.723	102
509.486	104
510.248	105
511.011	110
511.774	99
512.536	91
513.298	90
514.06	112
514.822	104
515.585	106
516.346	98
517.108	101
517.869	96
518.631	107
519.392	90
520.154	111
520.916	102
521.676	97
522.438	103
523.198	96
523.96	100
524.72	92
525.481	87
526.241	97
527.002	95
527.762	96
528.522	99
529.282	95
530.042	94
530.802	95
531.562	111
532.321	101
533.081	89
533.84	98
534.6	87
535.359	100
536.118	106
536.878	92
537.636	90
538.395	94
539.154	113
539.913	104
540.671	94
541.429	103
542.188	89
542.946	93
543.704	95
544.462	93
545.221	94
545.978	94
546.736	99
547.493	98
548.251	94
549.008	103
549.766	97
550.523	91
551.28	101
552.037	91
552.794	104
553.55	112
554.307	94
555.063	87
555.821	103
556.577	91
557.333	103
558.089	111
558.846	108
559.601	96
560.357	94
561.113	87
561.869	93
562.624	97
563.38	101
564.135	94
564.89	95
565.646	113
